state,county,population
 Kansas,Jackson County,13171
 Kansas,Jefferson County,19043
 Kansas,Jewell County,2879
 Kansas,Johnson County,602401
 Kansas,Kearny County,3838
 Kansas,Kingman County,7152
 Kansas,Kiowa County,2475
 Kansas,Labette County,19618
 Kansas,Lane County,1535
 Kansas,Leavenworth County,81758
 Kansas,Lincoln County,2962
 Kansas,Linn County,9703
 Kansas,Logan County,2794
 Kansas,Lyon County,33195
 Kansas,McPherson County,28542
 Kansas,Marion County,11884
 Kansas,Marshall County,9707
 Kansas,Meade County,4033
 Kansas,Miami County,34237
 Kansas,Mitchell County,5979
 Kansas,Montgomery County,31829
 Kansas,Morris County,5620
 Kansas,Morton County,2587
 Kansas,Nemaha County,10231
 Kansas,Neosho County,16007
 Kansas,Ness County,2750
 Kansas,Norton County,5361
 Kansas,Osage County,15949
 Kansas,Osborne County,3421
 Kansas,Ottawa County,5704
 Kansas,Pawnee County,6414
 Kansas,Phillips County,5234
 Kansas,Pottawatomie County,24383
 Kansas,Pratt County,9164
 Kansas,Rawlins County,2530
 Kansas,Reno County,61998
 Kansas,Republic County,4636
 Kansas,Rice County,9537
 Kansas,Riley County,74232
 Kansas,Rooks County,4920
 Kansas,Rush County,3036
 Kansas,Russell County,6856
 Kansas,Saline County,54224
 Kansas,Scott County,4823
 Kansas,Sedgwick County,516042
 Kansas,Seward County,21428
 Kansas,Shawnee County,176875
 Kansas,Sheridan County,2521
 Kansas,Sherman County,5917
 Kansas,Smith County,3583
 Kansas,Stafford County,4156
 Kansas,Stanton County,2006
 Kansas,Stevens County,5485
 Kansas,Sumner County,22836
 Kansas,Thomas County,7777
 Kansas,Trego County,2803
 Kansas,Wabaunsee County,6931
 Kansas,Wallace County,1518
 Kansas,Washington County,5406
 Kansas,Wichita County,2119
 Kansas,Wilson County,8525
 Kansas,Woodson County,3138
 Kansas,Wyandotte County,165429
 Kentucky,Adair County,19202
 Kentucky,Allen County,21315
 Kentucky,Anderson County,22747
 Kentucky,Ballard County,7888
 Kentucky,Barren County,44249
 Kentucky,Bath County,12500
 Kentucky,Bell County,26032
 Kentucky,Boone County,133581
 Kentucky,Bourbon County,19788
 Kentucky,Boyd County,46718
 Kentucky,Boyle County,30060
 Kentucky,Bracken County,8303
 Kentucky,Breathitt County,12630
 Kentucky,Breckinridge County,20477
 Kentucky,Bullitt County,81676
 Kentucky,Butler County,12879
 Kentucky,Caldwell County,12747
 Kentucky,Calloway County,39001
 Kentucky,Campbell County,93584
 Kentucky,Carlisle County,4760
 Kentucky,Carroll County,10631
 Kentucky,Carter County,26797
 Kentucky,Casey County,16159
 Kentucky,Christian County,70461
 Kentucky,Clark County,36263
 Kentucky,Clay County,19901
 Kentucky,Clinton County,10218
 Kentucky,Crittenden County,8806
 Kentucky,Cumberland County,6614
 Kentucky,Daviess County,101511
 Kentucky,Edmonson County,12150
 Kentucky,Elliott County,7517
 Kentucky,Estill County,14106
 Kentucky,Fayette County,323152
 Kentucky,Fleming County,14581
 Kentucky,Floyd County,35589
 Kentucky,Franklin County,50991
 Kentucky,Fulton County,5969
 Kentucky,Gallatin County,8869
 Kentucky,Garrard County,17666
 Kentucky,Grant County,25069
 Kentucky,Graves County,37266
 Kentucky,Grayson County,26427
 Kentucky,Green County,10941
 Kentucky,Greenup County,35098
 Kentucky,Hancock County,8722
 Kentucky,Hardin County,110958
 Kentucky,Harlan County,26010
 Kentucky,Harrison County,18886
 Kentucky,Hart County,19035
 Kentucky,Henderson County,45210
 Kentucky,Henry County,16126
 Kentucky,Hickman County,4380
 Kentucky,Hopkins County,44686
 Kentucky,Jackson County,13329
 Kentucky,Jefferson County,766757
 Kentucky,Jessamine County,54115
 Kentucky,Johnson County,22188
 Kentucky,Kenton County,166998
 Kentucky,Knott County,14806
 Kentucky,Knox County,31145
 Kentucky,Larue County,14398
 Kentucky,Laurel County,60813
 Kentucky,Lawrence County,15317
 Kentucky,Lee County,7403
 Kentucky,Leslie County,9877
 Kentucky,Letcher County,21553
 Kentucky,Lewis County,13275
 Kentucky,Lincoln County,24549
 Kentucky,Livingston County,9194
 Kentucky,Logan County,27102
 Kentucky,Lyon County,8210
 Kentucky,McCracken County,65418
 Kentucky,McCreary County,17231
 Kentucky,McLean County,9207
 Kentucky,Madison County,92987
 Kentucky,Magoffin County,12161
 Kentucky,Marion County,19273
 Kentucky,Marshall County,31100
 Kentucky,Martin County,11195
 Kentucky,Mason County,17070
 Kentucky,Meade County,28572
 Kentucky,Menifee County,6489
 Kentucky,Mercer County,21933
 Kentucky,Metcalfe County,10071
 Kentucky,Monroe County,10650
 Kentucky,Montgomery County,28157
 Kentucky,Morgan County,13309
 Kentucky,Muhlenberg County,30622
 Kentucky,Nelson County,46233
 Kentucky,Nicholas County,7269
 Kentucky,Ohio County,23994
 Kentucky,Oldham County,66799
 Kentucky,Owen County,10901
 Kentucky,Owsley County,4415
 Kentucky,Pendleton County,14590
 Kentucky,Perry County,25758
 Kentucky,Pike County,57876
 Kentucky,Powell County,12359
 Kentucky,Pulaski County,64979
 Kentucky,Robertson County,2108
 Kentucky,Rockcastle County,16695
 Kentucky,Rowan County,24460
 Kentucky,Russell County,17923
 Kentucky,Scott County,57004
 Kentucky,Shelby County,49024
 Kentucky,Simpson County,18572
 Kentucky,Spencer County,19351
 Kentucky,Taylor County,25769
 Kentucky,Todd County,12294
 Kentucky,Trigg County,14651
 Kentucky,Trimble County,8471
 Kentucky,Union County,14381
 Kentucky,Warren County,132896
 Kentucky,Washington County,12095
 Kentucky,Wayne County,20333
 Kentucky,Webster County,12942
 Kentucky,Whitley County,36264
 Kentucky,Wolfe County,7157
 Kentucky,Woodford County,26734
 Louisiana,Acadia Parish,62045
 Louisiana,Allen Parish,25627
 Louisiana,Ascension Parish,126604
 Louisiana,Assumption Parish,21891
 Louisiana,Avoyelles Parish,40144
 Louisiana,Beauregard Parish,37497
 Louisiana,Bienville Parish,13241
 Louisiana,Bossier Parish,127039
 Louisiana,Caddo Parish,240204
 Louisiana,Calcasieu Parish,203436
 Louisiana,Caldwell Parish,9918
 Louisiana,Cameron Parish,6973
 Louisiana,Catahoula Parish,9494
 Louisiana,Claiborne Parish,15670
 Louisiana,Concordia Parish,19259
 Louisiana,De Soto Parish,27463
 Louisiana,East Baton Rouge Parish,440059
 Louisiana,East Carroll Parish,6861
 Louisiana,East Feliciana Parish,19135
 Louisiana,Evangeline Parish,33395
 Louisiana,Franklin Parish,20015
 Louisiana,Grant Parish,22389
 Louisiana,Iberia Parish,69830
 Louisiana,Iberville Parish,32511
 Louisiana,Jackson Parish,15744
 Louisiana,Jefferson Parish,432493
 Louisiana,Jefferson Davis Parish,31368
 Louisiana,Lafayette Parish,244390
 Louisiana,Lafourche Parish,97614
 Louisiana,LaSalle Parish,14892
 Louisiana,Lincoln Parish,46742
 Louisiana,Livingston Parish,140789
 Louisiana,Madison Parish,10951
 Louisiana,Morehouse Parish,24874
 Louisiana,Natchitoches Parish,38158
 Louisiana,Orleans Parish,390144
 Louisiana,Ouachita Parish,153279
 Louisiana,Plaquemines Parish,23197
 Louisiana,Pointe Coupee Parish,21730
 Louisiana,Rapides Parish,129648
 Louisiana,Red River Parish,8442
 Louisiana,Richland Parish,20122
 Louisiana,Sabine Parish,23884
 Louisiana,St. Bernard Parish,47244
 Louisiana,St. Charles Parish,53100
 Louisiana,St. Helena Parish,10132
 Louisiana,St. James Parish,21096
 Louisiana,St. John the Baptist Parish,42837
 Louisiana,St. Landry Parish,82124
 Louisiana,St. Martin Parish,53431
 Louisiana,St. Mary Parish,49348
 Louisiana,St. Tammany Parish,260419
 Louisiana,Tangipahoa Parish,134758
 Louisiana,Tensas Parish,4334
 Louisiana,Terrebonne Parish,110461
 Louisiana,Union Parish,22108
 Louisiana,Vermilion Parish,59511
 Louisiana,Vernon Parish,47429
 Louisiana,Washington Parish,46194
 Louisiana,Webster Parish,38340
 Louisiana,West Baton Rouge Parish,26465
 Louisiana,West Carroll Parish,10830
 Louisiana,West Feliciana Parish,15568
 Louisiana,Winn Parish,13904
 Maine,Androscoggin County,108277
 Maine,Aroostook County,67055
 Maine,Cumberland County,295003
 Maine,Franklin County,30199
 Maine,Hancock County,54987
 Maine,Kennebec County,122302
 Maine,Knox County,39772
 Maine,Lincoln County,34634
 Maine,Oxford County,57975
 Maine,Penobscot County,152148
 Maine,Piscataquis County,16785
 Maine,Sagadahoc County,35856
 Maine,Somerset County,50484
 Maine,Waldo County,39715
 Maine,Washington County,31379
 Maine,York County,207641
 Maryland,Allegany County,70416
 Maryland,Anne Arundel County,579234
 Maryland,Baltimore County,827370
 Maryland,Calvert County,92525
 Maryland,Caroline County,33406
 Maryland,Carroll County,168447
 Maryland,Cecil County,102855
 Maryland,Charles County,163257
 Maryland,Dorchester County,31929
 Maryland,Frederick County,259547
 Maryland,Garrett County,29014
 Maryland,Harford County,255441
 Maryland,Howard County,325690
 Maryland,Kent County,19422
 Maryland,Montgomery County,1050688
 Maryland,Prince George's County,909327
 Maryland,Queen Anne's County,50381
 Maryland,St. Mary's County,113510
 Maryland,Somerset County,25616
 Maryland,Talbot County,37181
 Maryland,Washington County,151049
 Maryland,Wicomico County,103609
 Maryland,Worcester County,52276
 Maryland,Baltimore city,593490
 Massachusetts,Barnstable County,212990
 Massachusetts,Berkshire County,124944
 Massachusetts,Bristol County,565217
 Massachusetts,Dukes County,17332
 Massachusetts,Essex County,789034
 Massachusetts,Franklin County,70180
 Massachusetts,Hampden County,466372
 Massachusetts,Hampshire County,160830
 Massachusetts,Middlesex County,1611699
 Massachusetts,Nantucket County,11399
 Massachusetts,Norfolk County,706775
 Massachusetts,Plymouth County,521202
 Massachusetts,Suffolk County,803907
 Massachusetts,Worcester County,830622
 Michigan,Alcona County,10405
 Michigan,Alger County,9108
 Michigan,Allegan County,118081
 Michigan,Alpena County,28405
 Michigan,Antrim County,23324
 Michigan,Arenac County,14883
 Michigan,Baraga County,8209
 Michigan,Barry County,61550
 Michigan,Bay County,103126
 Michigan,Benzie County,17766
 Michigan,Berrien County,153401
 Michigan,Branch County,43517
 Michigan,Calhoun County,134159
 Michigan,Cass County,51787
 Michigan,Charlevoix County,26143
 Michigan,Cheboygan County,25276
 Michigan,Chippewa County,37349
 Michigan,Clare County,30950
 Michigan,Clinton County,79595
 Michigan,Crawford County,14029
 Michigan,Delta County,35784
 Michigan,Dickinson County,25239
 Michigan,Eaton County,110268
 Michigan,Emmet County,33415
 Michigan,Genesee County,405813
 Michigan,Gladwin County,25449
 Michigan,Gogebic County,13975
 Michigan,Grand Traverse County,93088
 Michigan,Gratiot County,40711
 Michigan,Hillsdale County,45605
 Michigan,Houghton County,35684
 Michigan,Huron County,30981
 Michigan,Ingham County,292406
 Michigan,Ionia County,64697
 Michigan,Iosco County,25127
 Michigan,Iron County,11066
 Michigan,Isabella County,69872
 Michigan,Jackson County,158510
 Michigan,Kalamazoo County,265066
 Michigan,Kalkaska County,18038
 Michigan,Kent County,656955
 Michigan,Keweenaw County,2116
 Michigan,Lake County,11853
 Michigan,Lapeer County,87607
 Michigan,Leelanau County,21761
 Michigan,Lenawee County,98451
 Michigan,Livingston County,191995
 Michigan,Luce County,6229
 Michigan,Mackinac County,10799
 Michigan,Macomb County,873972
 Michigan,Manistee County,24558
 Michigan,Marquette County,66699
 Michigan,Mason County,29144
 Michigan,Mecosta County,43453
 Michigan,Menominee County,22780
 Michigan,Midland County,83156
 Michigan,Missaukee County,15118
 Michigan,Monroe County,150500
 Michigan,Montcalm County,63888
 Michigan,Montmorency County,9328
 Michigan,Muskegon County,173566
 Michigan,Newaygo County,48980
 Michigan,Oakland County,1257584
 Michigan,Oceana County,26467
 Michigan,Ogemaw County,20997
 Michigan,Ontonagon County,5720
 Michigan,Osceola County,23460
 Michigan,Oscoda County,8241
 Michigan,Otsego County,24668
 Michigan,Ottawa County,291830
 Michigan,Presque Isle County,12592
 Michigan,Roscommon County,24019
 Michigan,Saginaw County,190539
 Michigan,St. Clair County,159128
 Michigan,St. Joseph County,60964
 Michigan,Sanilac County,41170
 Michigan,Schoolcraft County,8094
 Michigan,Shiawassee County,68122
 Michigan,Tuscola County,52245
 Michigan,Van Buren County,75677
 Michigan,Washtenaw County,367601
 Michigan,Wayne County,1749343
 Michigan,Wexford County,33631
 Minnesota,Aitkin County,15886
 Minnesota,Anoka County,356921
 Minnesota,Becker County,34423
 Minnesota,Beltrami County,47188
 Minnesota,Benton County,40889
 Minnesota,Big Stone County,4991
 Minnesota,Blue Earth County,67653
 Minnesota,Brown County,25008
 Minnesota,Carlton County,35871
 Minnesota,Carver County,105089
 Minnesota,Cass County,29779
 Minnesota,Chippewa County,11800
 Minnesota,Chisago County,56579
 Minnesota,Clay County,64222
 Minnesota,Clearwater County,8818
 Minnesota,Cook County,5463
 Minnesota,Cottonwood County,11196
 Minnesota,Crow Wing County,65055
 Minnesota,Dakota County,429021
 Minnesota,Dodge County,20934
 Minnesota,Douglas County,38141
 Minnesota,Faribault County,13653
 Minnesota,Fillmore County,21067
 Minnesota,Freeborn County,30281
 Minnesota,Goodhue County,46340
 Minnesota,Grant County,5972
 Minnesota,Hennepin County,1265843
 Minnesota,Houston County,18600
 Minnesota,Hubbard County,21491
 Minnesota,Isanti County,40596
 Minnesota,Itasca County,45130
 Minnesota,Jackson County,9846
 Minnesota,Kanabec County,16337
 Minnesota,Kandiyohi County,43199
 Minnesota,Kittson County,4298
 Minnesota,Koochiching County,12229
 Minnesota,Lac qui Parle County,6623
 Minnesota,Lake County,10641
 Minnesota,Lake of the Woods County,3740
 Minnesota,Le Sueur County,28887
 Minnesota,Lincoln County,5639
 Minnesota,Lyon County,25474
 Minnesota,McLeod County,35893
 Minnesota,Mahnomen County,5527
 Minnesota,Marshall County,9336
 Minnesota,Martin County,19683
 Minnesota,Meeker County,23222
 Minnesota,Mille Lacs County,26277
 Minnesota,Morrison County,33386
 Minnesota,Mower County,40062
 Minnesota,Murray County,8194
 Minnesota,Nicollet County,34274
 Minnesota,Nobles County,21629
 Minnesota,Norman County,6375
 Minnesota,Olmsted County,158293
 Minnesota,Otter Tail County,58746
 Minnesota,Pennington County,14119
 Minnesota,Pine County,29579
 Minnesota,Pipestone County,9126
 Minnesota,Polk County,31364
 Minnesota,Pope County,11249
 Minnesota,Ramsey County,550321
 Minnesota,Red Lake County,4055
 Minnesota,Redwood County,15170
 Minnesota,Renville County,14548
 Minnesota,Rice County,66972
 Minnesota,Rock County,9315
 Minnesota,Roseau County,15165
 Minnesota,St. Louis County,199070
 Minnesota,Scott County,149013
 Minnesota,Sherburne County,97238
 Minnesota,Sibley County,14865
 Minnesota,Stearns County,161075
 Minnesota,Steele County,36649
 Minnesota,Stevens County,9805
 Minnesota,Swift County,9266
 Minnesota,Todd County,24664
 Minnesota,Traverse County,3259
 Minnesota,Wabasha County,21627
 Minnesota,Wadena County,13682
 Minnesota,Waseca County,18612
 Minnesota,Washington County,262440
 Minnesota,Watonwan County,10897
 Minnesota,Wilkin County,6207
 Minnesota,Winona County,50484
 Minnesota,Wright County,138377
 Minnesota,Yellow Medicine County,9709
 Mississippi,Adams County,30693
 Mississippi,Alcorn County,36953
 Mississippi,Amite County,12297
 Mississippi,Attala County,18174
 Mississippi,Benton County,8259
 Mississippi,Bolivar County,30628
 Mississippi,Calhoun County,14361
 Mississippi,Carroll County,9947
 Mississippi,Chickasaw County,17103
 Mississippi,Choctaw County,8210
 Mississippi,Claiborne County,8988
 Mississippi,Clarke County,15541
 Mississippi,Clay County,19316
 Mississippi,Coahoma County,22124
 Mississippi,Copiah County,28065
 Mississippi,Covington County,18636
 Mississippi,DeSoto County,184945
 Mississippi,Forrest County,74897
 Mississippi,Franklin County,7713
 Mississippi,George County,24500
 Mississippi,Greene County,13586
 Mississippi,Grenada County,20758
 Mississippi,Hancock County,47632
 Mississippi,Harrison County,208080
 Mississippi,Hinds County,231840
 Mississippi,Holmes County,17010
 Mississippi,Humphreys County,8064
 Mississippi,Issaquena County,1327
 Mississippi,Itawamba County,23390
 Mississippi,Jackson County,143617
 Mississippi,Jasper County,16383
 Mississippi,Jefferson County,6990
 Mississippi,Jefferson Davis County,11128
 Mississippi,Jones County,68098
 Mississippi,Kemper County,9742
 Mississippi,Lafayette County,54019
 Mississippi,Lamar County,63343
 Mississippi,Lauderdale County,74125
 Mississippi,Lawrence County,12586
 Mississippi,Leake County,22786
 Mississippi,Lee County,85436
 Mississippi,Leflore County,28183
 Mississippi,Lincoln County,34153
 Mississippi,Lowndes County,58595
 Mississippi,Madison County,106272
 Mississippi,Marion County,24573
 Mississippi,Marshall County,35294
 Mississippi,Monroe County,35252
 Mississippi,Montgomery County,9775
 Mississippi,Neshoba County,29118
 Mississippi,Newton County,21018
 Mississippi,Noxubee County,10417
 Mississippi,Oktibbeha County,49587
 Mississippi,Panola County,34192
 Mississippi,Pearl River County,55535
 Mississippi,Perry County,11973
 Mississippi,Pike County,39288
 Mississippi,Pontotoc County,32174
 Mississippi,Prentiss County,25126
 Mississippi,Quitman County,6792
 Mississippi,Rankin County,155271
 Mississippi,Scott County,28124
 Mississippi,Sharkey County,4321
 Mississippi,Simpson County,26658
 Mississippi,Smith County,15916
 Mississippi,Stone County,18336
 Mississippi,Sunflower County,25110
 Mississippi,Tallahatchie County,13809
 Mississippi,Tate County,28321
 Mississippi,Tippah County,22015
 Mississippi,Tishomingo County,19383
 Mississippi,Tunica County,9632
 Mississippi,Union County,28815
 Mississippi,Walthall County,14286
 Mississippi,Warren County,45381
 Mississippi,Washington County,43909
 Mississippi,Wayne County,20183
 Mississippi,Webster County,9689
 Mississippi,Wilkinson County,8630
 Mississippi,Winston County,17955
 Mississippi,Yalobusha County,12108
 Mississippi,Yazoo County,29690
 Missouri,Adair County,25343
 Missouri,Andrew County,17712
 Missouri,Atchison County,5143
 Missouri,Audrain County,25388
 Missouri,Barry County,35789
 Missouri,Barton County,11754
 Missouri,Bates County,16172
 Missouri,Benton County,19443
 Missouri,Bollinger County,12133
 Missouri,Boone County,180463
 Missouri,Buchanan County,87364
 Missouri,Butler County,42478
 Missouri,Caldwell County,9020
 Missouri,Callaway County,44743
 Missouri,Camden County,46305
 Missouri,Cape Girardeau County,78871
 Missouri,Carroll County,8679
 Missouri,Carter County,5982
 Missouri,Cass County,105780
 Missouri,Cedar County,14349
 Missouri,Chariton County,7426
 Missouri,Christian County,88595
 Missouri,Clark County,6797
 Missouri,Clay County,249948
 Missouri,Clinton County,20387
 Missouri,Cole County,76745
 Missouri,Cooper County,17709
 Missouri,Crawford County,23920
 Missouri,Dade County,7561
 Missouri,Dallas County,16878
 Missouri,Daviess County,8278
 Missouri,DeKalb County,12547
 Missouri,Dent County,15573
 Missouri,Douglas County,13185
 Missouri,Dunklin County,29131
 Missouri,Franklin County,103967
 Missouri,Gasconade County,14706
 Missouri,Gentry County,6571
 Missouri,Greene County,293086
 Missouri,Grundy County,9850
 Missouri,Harrison County,8352
 Missouri,Henry County,21824
 Missouri,Hickory County,9544
 Missouri,Holt County,4403
 Missouri,Howard County,10001
 Missouri,Howell County,40117
 Missouri,Iron County,10125
 Missouri,Jackson County,703011
 Missouri,Jasper County,121328
 Missouri,Jefferson County,225081
 Missouri,Johnson County,54062
 Missouri,Knox County,3959
 Missouri,Laclede County,35723
 Missouri,Lafayette County,32708
 Missouri,Lawrence County,38355
 Missouri,Lewis County,9776
 Missouri,Lincoln County,59013
 Missouri,Linn County,11920
 Missouri,Livingston County,15227
 Missouri,McDonald County,22837
 Missouri,Macon County,15117
 Missouri,Madison County,12088
 Missouri,Maries County,8697
 Missouri,Marion County,28530
 Missouri,Mercer County,3617
 Missouri,Miller County,25619
 Missouri,Mississippi County,13180
 Missouri,Moniteau County,16132
 Missouri,Monroe County,8644
 Missouri,Montgomery County,11551
 Missouri,Morgan County,20627
 Missouri,New Madrid County,17076
 Missouri,Newton County,58236
 Missouri,Nodaway County,22092
 Missouri,Oregon County,10529
 Missouri,Osage County,13615
 Missouri,Ozark County,9174
 Missouri,Pemiscot County,15805
 Missouri,Perry County,19136
 Missouri,Pettis County,42339
 Missouri,Phelps County,44573
 Missouri,Pike County,18302
 Missouri,Platte County,104418
 Missouri,Polk County,32149
 Missouri,Pulaski County,52607
 Missouri,Putnam County,4696
 Missouri,Ralls County,10309
 Missouri,Randolph County,24748
 Missouri,Ray County,23018
 Missouri,Reynolds County,6270
 Missouri,Ripley County,13288
 Missouri,St. Charles County,402022
 Missouri,St. Clair County,9397
 Missouri,Ste. Genevieve County,17894
 Missouri,St. Francois County,67215
 Missouri,St. Louis County,994205
 Missouri,Saline County,22761
 Missouri,Schuyler County,4660
 Missouri,Scotland County,4902
 Missouri,Scott County,38280
 Missouri,Shannon County,8166
 Missouri,Shelby County,5930
 Missouri,Stoddard County,29025
 Missouri,Stone County,31952
 Missouri,Sullivan County,6089
 Missouri,Taney County,55928
 Missouri,Texas County,25398
 Missouri,Vernon County,20563
 Missouri,Warren County,35649
 Missouri,Washington County,24730
 Missouri,Wayne County,12873
 Missouri,Webster County,39592
 Missouri,Worth County,2013
 Missouri,Wright County,18289
 Missouri,St. Louis city,300576
 Montana,Beaverhead County,9453
 Montana,Big Horn County,13319
 Montana,Blaine County,6681
 Montana,Broadwater County,6237
 Montana,Carbon County,10725
 Montana,Carter County,1252
 Montana,Cascade County,81366
 Montana,Chouteau County,5635
 Montana,Custer County,11402
 Montana,Daniels County,1690
 Montana,Dawson County,8613
 Montana,Deer Lodge County,9140
 Montana,Fallon County,2846
 Montana,Fergus County,11050
 Montana,Flathead County,103806
 Montana,Gallatin County,114434
 Montana,Garfield County,1258
 Montana,Glacier County,13753
 Montana,Golden Valley County,821
 Montana,Granite County,3379
 Montana,Hill County,16484
 Montana,Jefferson County,12221
 Montana,Judith Basin County,2007
 Montana,Lake County,30458
 Montana,Lewis and Clark County,69432
 Montana,Liberty County,2337
 Montana,Lincoln County,19980
 Montana,McCone County,1664
 Montana,Madison County,8600
 Montana,Meagher County,1862
 Montana,Mineral County,4397
 Montana,Missoula County,119600
 Montana,Musselshell County,4633
 Montana,Park County,16606
 Montana,Petroleum County,487
 Montana,Phillips County,3954
 Montana,Pondera County,5911
 Montana,Powder River County,1682
 Montana,Powell County,6890
 Montana,Prairie County,1077
 Montana,Ravalli County,43806
 Montana,Richland County,10803
 Montana,Roosevelt County,11004
 Montana,Rosebud County,8937
 Montana,Sanders County,12113
 Montana,Sheridan County,3309
 Montana,Silver Bow County,34915
 Montana,Stillwater County,9642
 Montana,Sweet Grass County,3737
 Montana,Teton County,6147
 Montana,Toole County,4736
 Montana,Treasure County,696
 Montana,Valley County,7396
 Montana,Wheatland County,2126
 Montana,Wibaux County,969
 Montana,Yellowstone County,161300
 Nebraska,Adams County,31363
 Nebraska,Antelope County,6298
 Nebraska,Arthur County,463
 Nebraska,Banner County,745
 Nebraska,Blaine County,465
 Nebraska,Boone County,5192
 Nebraska,Box Butte County,10783
 Nebraska,Boyd County,1919
 Nebraska,Brown County,2955
 Nebraska,Buffalo County,49659
 Nebraska,Burt County,6459
 Nebraska,Butler County,8016
 Nebraska,Cass County,26248
 Nebraska,Cedar County,8402
 Nebraska,Chase County,3924
 Nebraska,Cherry County,5689
 Nebraska,Cheyenne County,8910
 Nebraska,Clay County,6203
 Nebraska,Colfax County,10709
 Nebraska,Cuming County,8846
 Nebraska,Custer County,10777
 Nebraska,Dakota County,20026
 Nebraska,Dawes County,8589
 Nebraska,Dawson County,23595
 Nebraska,Deuel County,1794
 Nebraska,Dixon County,5636
 Nebraska,Dodge County,36565
 Nebraska,Douglas County,571327
 Nebraska,Dundy County,1693
 Nebraska,Fillmore County,5462
 Nebraska,Franklin County,2979
 Nebraska,Frontier County,2627
 Nebraska,Furnas County,4676
 Nebraska,Gage County,21513
 Nebraska,Garden County,1837
 Nebraska,Garfield County,1969
 Nebraska,Gosper County,1990
 Nebraska,Grant County,623
 Nebraska,Greeley County,2356
 Nebraska,Hall County,61353
 Nebraska,Hamilton County,9324
 Nebraska,Harlan County,3380
 Nebraska,Hayes County,922
 Nebraska,Hitchcock County,2762
 Nebraska,Holt County,10067
 Nebraska,Hooker County,682
 Nebraska,Howard County,6445
 Nebraska,Jefferson County,7046
 Nebraska,Johnson County,5071
 Nebraska,Kearney County,6495
 Nebraska,Keith County,8034
 Nebraska,Keya Paha County,806
 Nebraska,Kimball County,3632
 Nebraska,Knox County,8332
 Nebraska,Lancaster County,319090
 Nebraska,Lincoln County,34914
 Nebraska,Logan County,748
 Nebraska,Loup County,664
 Nebraska,McPherson County,494
 Nebraska,Madison County,35099
 Nebraska,Merrick County,7755
 Nebraska,Morrill County,4642
 Nebraska,Nance County,3519
 Nebraska,Nemaha County,6972
 Nebraska,Nuckolls County,4148
 Nebraska,Otoe County,16012
 Nebraska,Pawnee County,2613
 Nebraska,Perkins County,2891
 Nebraska,Phelps County,9034
 Nebraska,Pierce County,7148
 Nebraska,Platte County,33470
 Nebraska,Polk County,5213
 Nebraska,Red Willow County,10724
 Nebraska,Richardson County,7865
 Nebraska,Rock County,1357
 Nebraska,Saline County,14224
 Nebraska,Sarpy County,187196
 Nebraska,Saunders County,21578
 Nebraska,Scotts Bluff County,35618
 Nebraska,Seward County,17284
 Nebraska,Sheridan County,5246
 Nebraska,Sherman County,3001
 Nebraska,Sioux County,1166
 Nebraska,Stanton County,5920
 Nebraska,Thayer County,5003
 Nebraska,Thomas County,722
 Nebraska,Thurston County,7224
 Nebraska,Valley County,4158
 Nebraska,Washington County,20729
 Nebraska,Wayne County,9385
 Nebraska,Webster County,3487
 Nebraska,Wheeler County,783
 Nebraska,York County,13679
 Nevada,Churchill County,24909
 Nevada,Clark County,2266715
 Nevada,Douglas County,48905
 Nevada,Elko County,52778
 Nevada,Esmeralda County,873
 Nevada,Eureka County,2029
 Nevada,Humboldt County,16831
 Nevada,Lander County,5532
 Nevada,Lincoln County,5183
 Nevada,Lyon County,57510
 Nevada,Mineral County,4505
 Nevada,Nye County,46523
 Nevada,Pershing County,6725
 Nevada,Storey County,4123
 Nevada,Washoe County,471519
 Nevada,White Pine County,9580
 Nevada,Carson City,55916
 New Hampshire,Belknap County,61303
 New Hampshire,Carroll County,48910
 New Hampshire,Cheshire County,76085
 New Hampshire,Coos County,31563
 New Hampshire,Grafton County,89886
 New Hampshire,Hillsborough County,417025
 New Hampshire,Merrimack County,151391
 New Hampshire,Rockingham County,309769
 New Hampshire,Strafford County,130633
 New Hampshire,Sullivan County,43146
 New Jersey,Atlantic County,263670
 New Jersey,Bergen County,932202
 New Jersey,Burlington County,445349
 New Jersey,Camden County,506471
 New Jersey,Cape May County,92039
 New Jersey,Cumberland County,149527
 New Jersey,Essex County,798975
 New Jersey,Gloucester County,291636
 New Jersey,Hudson County,672391
 New Jersey,Hunterdon County,124371
 New Jersey,Mercer County,367430
 New Jersey,Middlesex County,825062
 New Jersey,Monmouth County,618795
 New Jersey,Morris County,491845
 New Jersey,Ocean County,607186
 New Jersey,Passaic County,501826
 New Jersey,Salem County,62385
 New Jersey,Somerset County,328934
 New Jersey,Sussex County,140488
 New Jersey,Union County,556341
 New Jersey,Warren County,105267
 New Mexico,Bernalillo County,679121
 New Mexico,Catron County,3527
 New Mexico,Chaves County,64615
 New Mexico,Cibola County,26675
 New Mexico,Colfax County,11941
 New Mexico,Curry County,48954
 New Mexico,De Baca County,1748
 New Mexico,Doña Ana County,218195
 New Mexico,Eddy County,58460
 New Mexico,Grant County,26998
 New Mexico,Guadalupe County,4300
 New Mexico,Harding County,625
 New Mexico,Hidalgo County,4198
 New Mexico,Lea County,71070
 New Mexico,Lincoln County,19572
 New Mexico,Los Alamos County,19369
 New Mexico,Luna County,23709
 New Mexico,McKinley County,71367
 New Mexico,Mora County,4521
